player_id,player_display_name,season_n,season_n1,breakout,touch_share,touches,carries,targets,yards_per_carry,ppr_per_touch,rush_yards_over_expected_per_att,has_ngs_rushing,avg_snap_pct,age,years_exp,draft_number,games_played,ppr_ppg,pos_rank,team_pos_rank,forty,vertical,broad_jump,cone,shuttle,combine_weight
00-0022736,Steven Jackson,2013,2014,0,0.5659340659340659,206,157,49,3.4585987261146496,0.7203883495145631,,0,0.515,30.0,9.0,24.0,12,12.366666666666667,23.0,1.0,4.55,,,,,241.0
00-0023437,Ronnie Brown,2013,2014,0,0.09397163120567376,53,45,8,3.488888888888889,0.6735849056603774,,0,0.1594444444444444,31.0,8.0,2.0,12,2.975,78.0,3.0,4.43,34.0,117.0,7.1,4.08,233.0
00-0023500,Frank Gore,2013,2014,0,0.7023255813953488,302,276,26,4.086956521739131,0.6321192052980132,,0,0.751578947368421,30.0,8.0,65.0,16,11.93125,24.0,1.0,4.58,,,,,217.0
00-0023500,Frank Gore,2014,2015,0,0.7345844504021448,274,255,19,4.337254901960784,0.5791970802919708,,0,0.61125,31.0,9.0,65.0,16,9.91875,30.0,1.0,4.58,,,,,217.0
00-0023500,Frank Gore,2015,2016,0,0.8760330578512396,318,260,58,3.7192307692307693,0.6081761006289308,,0,0.625625,32.0,10.0,65.0,16,12.0875,25.0,1.0,4.58,,,,,217.0
00-0023500,Frank Gore,2016,2017,0,0.7175925925925926,310,263,47,3.897338403041825,0.6909677419354838,,0,0.59375,33.0,11.0,65.0,16,13.3875,19.0,1.0,4.58,,,,,217.0
00-0023500,Frank Gore,2017,2018,0,0.6514161220043573,299,261,38,3.681992337164751,0.5806020066889632,,0,0.538125,34.0,12.0,65.0,16,10.85,26.0,1.0,4.58,,,,,217.0
00-0023500,Frank Gore,2018,2019,0,0.4174757281553398,172,156,16,4.628205128205129,0.5965116279069768,0.3447779302095448,1,0.4071428571428571,35.0,13.0,300.0,14,7.328571428571428,62.0,2.0,4.58,,,,,217.0
00-0023500,Frank Gore,2019,2020,0,0.48663101604278075,182,166,16,3.608433734939759,0.5214285714285715,-0.4020678878608198,1,0.3352941176470588,36.0,14.0,65.0,15,6.326666666666667,61.0,2.0,4.58,,,,,217.0
00-0023564,Darren Sproles,2013,2014,0,0.2751937984496124,142,53,89,4.150943396226415,1.235211267605634,,0,0.3423529411764706,30.0,8.0,130.0,15,11.693333333333332,27.0,2.0,4.47,33.0,105.0,6.96,3.96,187.0
00-0023564,Darren Sproles,2014,2015,0,0.23017408123791103,119,57,62,5.771929824561403,1.3243697478991596,,0,0.3073333333333333,31.0,9.0,130.0,15,10.506666666666666,27.0,2.0,4.47,33.0,105.0,6.96,3.96,187.0
00-0023564,Darren Sproles,2015,2016,0,0.3029197080291971,166,83,83,3.819277108433735,0.9728915662650602,,0,0.34625,32.0,10.0,130.0,16,10.09375,40.0,2.0,4.47,33.0,105.0,6.96,3.96,187.0
00-0023564,Darren Sproles,2018,2019,0,0.13,52,29,23,4.137931034482759,1.1730769230769231,,0,0.405,35.0,13.0,130.0,6,10.166666666666666,37.0,4.0,4.47,33.0,105.0,6.96,3.96,187.0
00-0024204,Fred Jackson,2013,2014,0,0.4883303411131059,272,206,66,4.320388349514563,0.8628676470588235,,0,,32.0,8.0,300.0,16,14.66875,13.0,1.0,,,,,,
00-0024204,Fred Jackson,2014,2015,0,0.45652173913043476,231,141,90,3.723404255319149,0.8164502164502164,,0,,33.0,9.0,300.0,14,13.471428571428572,15.0,1.0,,,,,,
00-0024217,Reggie Bush,2013,2014,0,0.5459459459459459,303,223,80,4.511210762331839,0.7894389438943894,,0,0.6064285714285714,28.0,7.0,2.0,14,17.085714285714285,7.0,1.0,4.37,,,,,201.0
00-0024242,DeAngelo Williams,2013,2014,0,0.8116438356164384,237,201,36,4.1940298507462686,0.690295358649789,,0,0.4831249999999999,30.0,7.0,27.0,15,10.906666666666666,32.0,1.0,4.45,35.5,121.0,,,214.0
00-0024242,DeAngelo Williams,2014,2015,1,0.21794871794871795,68,62,6,3.532258064516129,0.4308823529411765,,0,0.27,31.0,8.0,27.0,6,4.883333333333334,76.0,2.0,4.45,35.5,121.0,,,214.0
00-0024242,DeAngelo Williams,2015,2016,0,0.6398963730569949,247,200,47,4.535,0.9449392712550607,,0,0.620625,32.0,9.0,27.0,16,14.5875,10.0,1.0,4.45,35.5,121.0,,,214.0
00-0024275,Maurice Jones-Drew,2013,2014,0,0.6697038724373576,294,234,60,3.4316239316239314,0.6361224489795919,,0,0.6593333333333333,28.0,7.0,60.0,15,12.467999999999998,22.0,1.0,4.39,36.0,116.0,7.08,4.38,207.0
00-0024813,Pierre Thomas,2013,2014,0,0.4476744186046512,231,147,84,3.7346938775510203,0.9229437229437228,,0,,28.0,6.0,300.0,16,13.325,19.0,1.0,,,,,,
00-0025394,Adrian Peterson,2017,2018,0,0.3485576923076923,145,129,16,3.4728682170542635,0.4717241379310345,,0,0.452,32.0,10.0,300.0,6,11.4,20.0,1.0,4.4,38.5,127.0,7.09,4.4,217.0
00-0025394,Adrian Peterson,2018,2019,0,0.6707021791767555,277,251,26,4.151394422310757,0.6823104693140795,0.2484537665774232,1,0.46125,33.0,11.0,7.0,16,11.8125,30.0,1.0,4.4,38.5,127.0,7.09,4.4,217.0
00-0025394,Adrian Peterson,2019,2020,0,0.6428571428571429,234,211,23,4.2559241706161135,0.6282051282051282,0.4852499661618975,1,0.4713333333333333,34.0,12.0,7.0,15,9.8,38.0,1.0,4.4,38.5,127.0,7.09,4.4,217.0
00-0025399,Marshawn Lynch,2013,2014,0,0.7949308755760369,345,301,44,4.176079734219269,0.7979710144927536,,0,0.7163157894736841,27.0,6.0,12.0,16,17.20625,6.0,1.0,4.46,35.5,125.0,7.05,4.55,215.0
00-0025399,Marshawn Lynch,2014,2015,0,0.7161572052401747,328,280,48,4.664285714285715,0.9216463414634146,,0,0.6810526315789474,28.0,7.0,12.0,16,18.89375,5.0,1.0,4.46,35.5,125.0,7.05,4.55,215.0
00-0025399,Marshawn Lynch,2017,2018,0,0.4887063655030801,238,207,31,4.304347826086956,0.6899159663865546,,0,0.4946666666666666,31.0,10.0,12.0,15,10.946666666666664,24.0,1.0,4.46,35.5,125.0,7.05,4.55,215.0
00-0025637,Ahmad Bradshaw,2014,2015,0,0.5684647302904564,137,90,47,4.722222222222222,1.1277372262773722,,0,0.514,28.0,7.0,250.0,10,15.45,8.0,1.0,4.55,34.0,112.0,6.7,4.09,198.0
00-0025701,Jackie Battle,2013,2014,0,0.08991228070175439,41,36,5,3.9444444444444446,0.6780487804878049,,0,,29.0,6.0,300.0,8,3.475,73.0,3.0,,,,,,
00-0026144,Darren McFadden,2013,2014,0,0.3982808022922636,139,114,25,3.324561403508772,0.7074820143884892,,0,0.5349999999999999,26.0,5.0,4.0,10,9.834,37.0,2.0,4.33,33.0,128.0,,,211.0
00-0026144,Darren McFadden,2014,2015,1,0.5626666666666666,211,155,56,3.445161290322581,0.571563981042654,,0,0.50875,27.0,6.0,4.0,16,7.5375,50.0,1.0,4.33,33.0,128.0,,,211.0
00-0026153,Jonathan Stewart,2013,2014,1,0.18835616438356165,55,48,7,3.75,0.5345454545454545,,0,0.2716666666666666,26.0,5.0,13.0,6,4.9,65.0,2.0,4.46,36.5,128.0,,,235.0
00-0026153,Jonathan Stewart,2014,2015,0,0.6602564102564102,206,175,31,4.622857142857143,0.7087378640776699,,0,0.6233333333333333,27.0,6.0,13.0,13,11.23076923076923,24.0,1.0,4.46,36.5,128.0,,,235.0
00-0026153,Jonathan Stewart,2015,2016,0,0.7450424929178471,263,242,21,4.086776859504132,0.6190114068441065,,0,0.6387499999999999,28.0,7.0,13.0,13,12.523076923076925,18.0,1.0,4.46,36.5,128.0,,,235.0
00-0026153,Jonathan Stewart,2016,2017,0,0.7264437689969605,239,218,21,3.779816513761468,0.6125523012552302,,0,0.6338461538461538,29.0,8.0,300.0,13,11.261538461538462,28.0,1.0,4.46,36.5,128.0,,,235.0
00-0026164,Chris Johnson,2013,2014,0,0.7258771929824561,331,279,52,3.860215053763441,0.7256797583081571,,0,0.74625,27.0,5.0,24.0,16,15.0125,12.0,1.0,4.24,35.0,130.0,,,197.0
00-0026164,Chris Johnson,2014,2015,0,0.4012738853503185,189,155,34,4.27741935483871,0.6105820105820106,,0,0.368125,28.0,6.0,24.0,16,7.2125,54.0,2.0,4.24,35.0,130.0,,,197.0
00-0026184,Matt Forte,2013,2014,0,0.8436123348017621,383,289,94,4.633217993079585,0.8806788511749347,,0,0.88,27.0,5.0,44.0,16,21.08125,2.0,1.0,4.44,33.0,118.0,6.84,4.23,217.0
00-0026184,Matt Forte,2014,2015,0,0.9041095890410958,396,266,130,3.9022556390977443,0.8752525252525253,,0,0.9225,28.0,6.0,44.0,16,21.6625,3.0,1.0,4.44,33.0,118.0,6.84,4.23,217.0
00-0026184,Matt Forte,2015,2016,0,0.5390625,276,218,58,4.1192660550458715,0.7778985507246376,,0,0.6738461538461539,29.0,7.0,44.0,13,16.515384615384615,5.0,1.0,4.44,33.0,118.0,6.84,4.23,217.0
00-0026184,Matt Forte,2016,2017,0,0.5600858369098712,261,218,43,3.729357798165138,0.7034482758620689,,0,0.5342857142857144,30.0,8.0,44.0,14,13.114285714285714,20.0,1.0,4.44,33.0,118.0,6.84,4.23,217.0
00-0026213,Jamaal Charles,2013,2014,0,0.7363083164300203,363,259,104,4.969111969111969,1.0413223140495869,,0,0.78625,26.0,5.0,73.0,15,25.2,1.0,1.0,4.38,30.5,122.0,6.8,4.22,200.0
00-0026289,Tim Hightower,2015,2016,0,0.2219959266802444,109,96,13,3.90625,0.7926605504587156,,0,0.32375,29.0,7.0,149.0,6,14.4,13.0,2.0,,,,,,
00-0026367,Peyton Hillis,2013,2014,0,0.2874617737003058,94,73,21,3.3835616438356166,0.6095744680851064,,0,0.4257142857142857,27.0,5.0,227.0,7,8.185714285714285,42.0,2.0,4.64,30.5,117.0,7.15,,240.0
00-0026373,Justin Forsett,2013,2014,1,0.05011389521640091,22,6,16,5.166666666666667,1.1954545454545455,,0,0.1677777777777777,27.0,5.0,233.0,8,3.2875,76.0,3.0,4.62,26.5,112.0,6.96,,194.0
00-0026373,Justin Forsett,2014,2015,0,0.6242038216560509,294,235,59,5.3872340425531915,0.8397959183673469,,0,0.6744444444444445,28.0,6.0,233.0,16,15.43125,9.0,1.0,4.62,26.5,112.0,6.96,,194.0
00-0026796,Arian Foster,2013,2014,0,0.3391304347826087,156,121,35,4.479338842975206,0.6955128205128205,,0,,27.0,4.0,300.0,8,13.5625,17.0,2.0,,,,,,
00-0026899,Shonn Greene,2013,2014,0,0.18421052631578946,84,77,7,3.831168831168831,0.7547619047619049,,0,0.2054545454545454,28.0,4.0,65.0,11,5.763636363636365,58.0,2.0,4.55,37.0,121.0,7.1,4.4,227.0
00-0027003,Donald Brown,2013,2014,0,1.0,137,102,35,5.264705882352941,1.0956204379562042,,0,0.3888888888888889,26.0,4.0,27.0,15,10.006666666666666,36.0,1.0,4.46,41.5,125.0,6.93,4.1,210.0
00-0027003,Donald Brown,2014,2015,0,0.2889908256880734,126,85,41,2.623529411764706,0.5746031746031747,,0,0.4092307692307692,27.0,5.0,27.0,13,5.56923076923077,65.0,2.0,4.46,41.5,125.0,6.93,4.1,210.0
00-0027029,LeSean McCoy,2013,2014,0,0.7842323651452282,378,314,64,5.117834394904459,0.8746031746031747,,0,0.8017647058823529,25.0,4.0,53.0,16,20.6625,3.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2014,2015,0,0.6750483558994197,349,312,37,4.227564102564102,0.5713467048710602,,0,0.6625,26.0,5.0,53.0,16,12.4625,21.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2015,2016,0,0.6520618556701031,253,203,50,4.4088669950738915,0.7063241106719367,,0,0.7316666666666666,27.0,6.0,53.0,12,14.891666666666666,9.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2016,2017,0,0.6409691629955947,291,234,57,5.414529914529915,1.025085910652921,,0,0.6573333333333333,28.0,7.0,300.0,15,19.886666666666667,4.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2017,2018,0,0.9054726368159204,364,287,77,3.965156794425087,0.7241758241758243,,0,0.6835294117647058,29.0,8.0,53.0,16,16.475,9.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2018,2019,0,0.5012106537530266,207,161,46,3.1925465838509317,0.6144927536231884,-1.0490461382073273,1,0.5335714285714286,30.0,9.0,53.0,14,9.085714285714284,46.0,1.0,4.5,,,,,198.0
00-0027029,LeSean McCoy,2019,2020,0,0.34615384615384615,135,101,34,4.603960396039604,0.8785185185185185,-0.228203858550598,1,0.3228571428571429,31.0,10.0,53.0,13,9.123076923076924,44.0,2.0,4.5,,,,,198.0
00-0027155,Rashad Jennings,2013,2014,0,0.6017191977077364,210,163,47,4.4969325153374236,0.830952380952381,,0,0.56,28.0,4.0,250.0,15,11.633333333333333,29.0,1.0,4.52,34.0,120.0,6.86,4.2,231.0
00-0027155,Rashad Jennings,2014,2015,0,0.4126984126984127,208,167,41,3.8263473053892216,0.6658653846153846,,0,0.5281818181818182,29.0,5.0,250.0,11,12.590909090909092,20.0,2.0,4.52,34.0,120.0,6.86,4.2,231.0
00-0027155,Rashad Jennings,2015,2016,0,0.46168958742632615,235,195,40,4.425641025641026,0.7017021276595745,,0,0.379375,30.0,6.0,250.0,16,10.30625,35.0,1.0,4.52,34.0,120.0,6.86,4.2,231.0
00-0027218,Joique Bell,2013,2014,0,0.42342342342342343,235,166,69,3.9156626506024095,0.9221276595744681,,0,,27.0,3.0,300.0,16,13.54375,18.0,2.0,,,,,,
00-0027218,Joique Bell,2014,2015,0,0.5774058577405857,276,223,53,3.8565022421524664,0.7181159420289854,,0,,28.0,4.0,300.0,15,13.213333333333331,16.0,1.0,,,,,,
00-0027325,LeGarrette Blount,2013,2014,0,0.28990825688073396,158,153,5,5.045751633986928,0.7658227848101266,,0,,26.0,3.0,300.0,16,7.5625,45.0,2.0,,,,,,
00-0027325,LeGarrette Blount,2014,2015,0,0.146,73,65,8,4.092307692307692,0.6328767123287672,,0,,27.0,4.0,300.0,10,4.62,80.0,2.0,,,,,,
00-0027325,LeGarrette Blount,2015,2016,0,0.39090909090909093,172,165,7,4.260606060606061,0.7127906976744186,,0,,28.0,5.0,300.0,12,10.216666666666669,37.0,1.0,,,,,,
00-0027325,LeGarrette Blount,2016,2017,0,0.5903846153846154,307,299,8,3.882943143812709,0.7586319218241042,,0,,29.0,6.0,300.0,16,14.55625,15.0,1.0,,,,,,
00-0027325,LeGarrette Blount,2017,2018,0,0.40857787810383744,181,173,8,4.427745664739884,0.594475138121547,,0,,30.0,7.0,300.0,16,6.725,60.0,1.0,,,,,,
00-0027531,Chris Ivory,2013,2014,0,0.44786729857819907,189,182,7,4.576923076923077,0.5518518518518518,,0,,25.0,3.0,300.0,15,6.953333333333333,51.0,2.0,,,,,,
00-0027531,Chris Ivory,2014,2015,0,0.47770700636942676,225,198,27,4.146464646464646,0.6773333333333333,,0,,26.0,4.0,300.0,16,9.525,33.0,1.0,,,,,,
00-0027531,Chris Ivory,2015,2016,0,0.5668662674650699,284,247,37,4.331983805668016,0.7137323943661972,,0,,27.0,5.0,300.0,15,13.513333333333334,15.0,1.0,,,,,,
00-0027531,Chris Ivory,2016,2017,0,0.37275064267352187,145,117,28,3.752136752136752,0.6517241379310345,,0,,28.0,6.0,300.0,11,8.590909090909092,45.0,2.0,,,,,,
00-0027531,Chris Ivory,2017,2018,0,0.2413793103448276,140,112,28,3.4107142857142856,0.605,,0,,29.0,7.0,300.0,14,6.05,66.0,2.0,,,,,,
00-0027772,Anthony Dixon,2013,2014,0,0.07209302325581396,31,28,3,2.0,0.7612903225806452,,0,0.1010526315789473,25.0,3.0,173.0,10,2.3600000000000003,83.0,3.0,4.67,33.0,121.0,7.09,4.49,233.0
00-0027772,Anthony Dixon,2014,2015,0,0.22529644268774704,114,105,9,4.114285714285714,0.5973684210526315,,0,0.215,26.0,4.0,173.0,13,5.238461538461538,71.0,2.0,4.67,33.0,121.0,7.09,4.49,233.0
00-0027791,James Starks,2013,2014,0,0.2372093023255814,102,89,13,5.53932584269663,0.903921568627451,,0,0.2364285714285714,27.0,3.0,193.0,13,7.092307692307693,49.0,2.0,4.5,36.0,119.0,6.89,4.23,218.0
00-0027791,James Starks,2014,2015,0,0.2632794457274827,114,85,29,3.9176470588235293,0.6780701754385965,,0,0.2427777777777778,28.0,4.0,193.0,14,5.521428571428571,66.0,2.0,4.5,36.0,119.0,6.89,4.23,218.0
00-0027791,James Starks,2015,2016,0,0.4831730769230769,201,148,53,4.0608108108108105,0.8273631840796021,,0,0.4566666666666666,29.0,5.0,193.0,16,10.39375,34.0,2.0,4.5,36.0,119.0,6.89,4.23,218.0
00-0027861,C.J. Spiller,2013,2014,0,0.43447037701974867,242,202,40,4.618811881188119,0.6396694214876033,,0,0.362,26.0,3.0,9.0,15,10.32,34.0,2.0,4.37,,,,,196.0
00-0027861,C.J. Spiller,2014,2015,0,0.1976284584980237,100,78,22,3.8461538461538463,0.715,,0,0.3166666666666666,27.0,4.0,9.0,9,7.944444444444445,47.0,3.0,4.37,,,,,196.0
00-0027864,Ryan Mathews,2013,2014,0,0.5638297872340425,318,285,33,4.4035087719298245,0.6616352201257861,,0,0.3988888888888888,25.0,3.0,12.0,16,13.15,20.0,1.0,4.37,36.0,121.0,7.0,4.33,218.0
00-0027864,Ryan Mathews,2014,2015,0,0.1926605504587156,84,74,10,4.45945945945946,0.7964285714285715,,0,0.41,26.0,4.0,12.0,6,11.15,26.0,3.0,4.37,36.0,121.0,7.0,4.33,218.0
00-0027864,Ryan Mathews,2015,2016,0,0.24452554744525548,134,106,28,5.084905660377358,0.9291044776119403,,0,0.2569230769230769,27.0,5.0,12.0,13,9.576923076923077,45.0,3.0,4.37,36.0,121.0,7.0,4.33,218.0
00-0027888,Toby Gerhart,2013,2014,0,0.11879049676025918,55,36,19,7.861111111111111,1.0927272727272728,,0,0.2142857142857142,26.0,3.0,51.0,12,5.008333333333334,64.0,3.0,4.5,38.0,118.0,6.94,4.25,231.0
00-0027890,Ben Tate,2013,2014,0,0.5,230,181,49,4.259668508287293,0.6308695652173912,,0,0.5042857142857142,25.0,3.0,58.0,14,10.364285714285714,33.0,1.0,4.34,40.5,124.0,6.91,4.12,220.0
00-0027966,Mark Ingram,2013,2014,1,0.17248062015503876,89,78,11,4.948717948717949,0.6561797752808989,,0,0.2484615384615384,23.0,2.0,28.0,11,5.309090909090909,61.0,3.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2014,2015,0,0.5137254901960784,262,226,36,4.265486725663717,0.732442748091603,,0,0.5176923076923077,24.0,3.0,28.0,13,14.761538461538462,12.0,1.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2015,2016,0,0.46028513238289204,226,166,60,4.632530120481928,0.9,,0,0.6275000000000001,25.0,4.0,28.0,12,16.95,4.0,1.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2016,2017,0,0.5479166666666667,263,205,58,5.087804878048781,0.920912547528517,,0,0.460625,26.0,5.0,300.0,16,15.1375,10.0,1.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2017,2018,0,0.5777351247600768,301,230,71,4.886956521739131,0.9235880398671097,,0,0.5377777777777778,27.0,6.0,28.0,16,17.375,8.0,1.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2018,2019,0,0.35560344827586204,165,138,27,4.673913043478261,0.8636363636363636,0.5078601558885081,1,0.445,28.0,7.0,28.0,12,11.875,29.0,2.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2019,2020,0,0.5202702702702703,231,202,29,5.03960396039604,1.0497835497835497,0.1481641860040926,1,0.47375,29.0,8.0,28.0,15,16.166666666666668,11.0,1.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2020,2021,0,0.1941747572815534,80,72,8,4.152777777777778,0.66125,,0,0.2336363636363636,30.0,9.0,28.0,10,5.29,70.0,3.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027966,Mark Ingram,2021,2022,0,0.20302375809935205,94,68,26,3.823529411764706,0.6787234042553191,-0.3523812831074953,1,0.4407142857142857,31.0,10.0,28.0,7,9.114285714285714,44.0,2.0,4.62,31.5,118.0,7.13,4.62,215.0
00-0027994,Shane Vereen,2013,2014,0,0.20733944954128442,113,44,69,4.7272727272727275,1.1902654867256637,,0,0.4679999999999999,24.0,2.0,56.0,8,16.8125,8.0,3.0,4.49,34.0,115.0,6.95,4.28,210.0
00-0027994,Shane Vereen,2014,2015,0,0.43467336683417085,173,96,77,4.072916666666667,0.9583815028901734,,0,0.53,25.0,3.0,56.0,16,10.3625,29.0,1.0,4.49,34.0,115.0,6.95,4.28,210.0
00-0028000,Daniel Thomas,2013,2014,0,0.3727810650887574,126,109,17,3.7247706422018347,0.776984126984127,,0,0.37,25.0,2.0,62.0,15,6.526666666666666,55.0,2.0,4.62,,,,,230.0
00-0028009,DeMarco Murray,2013,2014,0,0.884375,283,217,66,5.1658986175115205,0.9120141342756185,,0,0.7664285714285715,25.0,2.0,71.0,14,18.435714285714287,5.0,1.0,4.37,34.5,124.0,7.28,4.18,213.0
00-0028009,DeMarco Murray,2014,2015,0,0.8099467140319716,456,392,64,4.706632653061225,0.7699561403508772,,0,0.7416666666666667,26.0,3.0,71.0,16,21.94375,2.0,1.0,4.37,34.5,124.0,7.28,4.18,213.0
00-0028009,DeMarco Murray,2015,2016,0,0.45255474452554745,248,193,55,3.6373056994818653,0.7435483870967742,,0,0.4386666666666666,27.0,4.0,71.0,15,12.293333333333331,22.0,1.0,4.37,34.5,124.0,7.28,4.18,213.0
00-0028009,DeMarco Murray,2016,2017,0,0.7422680412371134,360,293,67,4.392491467576792,0.8161111111111111,,0,0.809375,28.0,5.0,71.0,16,18.3625,6.0,1.0,4.37,34.5,124.0,7.28,4.18,213.0
00-0028011,Stevan Ridley,2013,2014,0,0.3486238532110092,190,178,12,4.342696629213483,0.6710526315789473,,0,0.310625,24.0,2.0,73.0,14,9.107142857142858,40.0,1.0,4.65,36.0,118.0,6.78,4.21,225.0
00-0028011,Stevan Ridley,2014,2015,0,0.24874371859296482,99,94,5,3.617021276595745,0.5252525252525253,,0,0.4233333333333333,25.0,3.0,73.0,6,8.666666666666666,40.0,2.0,4.65,36.0,118.0,6.78,4.21,225.0
00-0028043,Roy Helu,2013,2014,1,0.2653061224489796,104,62,42,4.419354838709677,1.0336538461538463,,0,0.458125,24.0,2.0,105.0,16,6.71875,54.0,2.0,4.4,36.5,119.0,6.67,4.01,219.0
00-0028043,Roy Helu,2014,2015,0,0.21534653465346534,87,40,47,5.4,1.4632183908045977,,0,0.3978571428571428,25.0,3.0,105.0,13,9.792307692307691,31.0,2.0,4.4,36.5,119.0,6.67,4.01,219.0
00-0028064,Bilal Powell,2013,2014,0,0.5521327014218009,233,176,57,3.960227272727273,0.6012875536480686,,0,0.595625,24.0,2.0,126.0,16,8.75625,41.0,1.0,4.51,,,,,207.0
00-0028064,Bilal Powell,2014,2015,1,0.10191082802547771,48,33,15,4.2727272727272725,0.8395833333333332,,0,0.2333333333333333,25.0,3.0,126.0,14,2.878571428571429,90.0,3.0,4.51,,,,,207.0
00-0028064,Bilal Powell,2015,2016,0,0.2654690618762475,133,70,63,4.4714285714285715,1.0157894736842106,,0,0.4663636363636363,26.0,4.0,126.0,11,12.28181818181818,23.0,2.0,4.51,,,,,207.0
00-0028064,Bilal Powell,2016,2017,0,0.43991416309012876,205,131,74,5.511450381679389,0.9609756097560975,,0,0.5075,27.0,5.0,126.0,16,12.3125,25.0,2.0,4.51,,,,,207.0
00-0028064,Bilal Powell,2017,2018,0,0.44608879492600423,211,178,33,4.337078651685394,0.6881516587677725,,0,0.4186666666666667,28.0,6.0,126.0,15,9.68,34.0,1.0,4.51,,,,,207.0
00-0028064,Bilal Powell,2018,2019,0,0.2153846153846154,98,80,18,4.2875,0.6153061224489795,,0,0.4714285714285715,29.0,7.0,300.0,7,8.614285714285714,49.0,3.0,4.51,,,,,207.0
00-0028074,Anthony Sherman,2013,2014,0,0.05273833671399594,26,2,24,1.5,1.4538461538461538,,0,0.3564705882352941,24.0,2.0,136.0,11,3.436363636363637,74.0,3.0,4.74,32.5,111.0,7.23,4.41,242.0
00-0028083,Jacquizz Rodgers,2013,2014,0,0.4340659340659341,158,96,62,3.4583333333333335,0.8943037974683545,,0,0.4326666666666667,23.0,2.0,145.0,15,9.42,39.0,2.0,4.59,33.0,113.0,7.31,4.26,196.0
00-0028083,Jacquizz Rodgers,2016,2017,0,0.32293986636971045,145,129,16,4.341085271317829,0.6262068965517241,,0,0.485,26.0,5.0,145.0,10,9.08,42.0,2.0,4.59,33.0,113.0,7.31,4.26,196.0
00-0028083,Jacquizz Rodgers,2017,2018,0,0.176056338028169,75,64,11,3.8125,0.624,,0,0.15875,27.0,6.0,145.0,13,3.6,86.0,3.0,4.59,33.0,113.0,7.31,4.26,196.0
00-0028087,Dion Lewis,2015,2016,0,0.225,99,49,50,4.775510204081633,1.2141414141414142,,0,0.5942857142857143,24.0,4.0,149.0,7,17.17142857142857,3.0,2.0,4.56,34.5,112.0,6.9,4.18,193.0
00-0028087,Dion Lewis,2016,2017,1,0.16923076923076924,88,64,24,4.421875,0.6215909090909091,,0,0.305,25.0,5.0,300.0,7,7.814285714285715,53.0,3.0,4.56,34.5,112.0,6.9,4.18,193.0
00-0028087,Dion Lewis,2017,2018,0,0.40186915887850466,215,180,35,4.977777777777778,0.9441860465116279,,0,0.3689473684210526,26.0,6.0,149.0,16,12.6875,16.0,1.0,4.56,34.5,112.0,6.9,4.18,193.0
00-0028087,Dion Lewis,2018,2019,0,0.4879120879120879,222,155,67,3.335483870967742,0.7238738738738738,-0.4134069387448217,1,0.605625,27.0,7.0,149.0,16,10.04375,39.0,2.0,4.56,34.5,112.0,6.9,4.18,193.0
00-0028087,Dion Lewis,2019,2020,0,0.20823244552058112,86,54,32,3.8703703703703702,0.7709302325581395,,0,0.3373684210526316,28.0,8.0,149.0,15,4.42,77.0,2.0,4.56,34.5,112.0,6.9,4.18,193.0
00-0028121,Jordan Todman,2013,2014,0,0.23234624145785876,102,76,26,3.3684210526315788,0.6784313725490196,,0,0.244375,23.0,2.0,183.0,15,4.613333333333333,66.0,2.0,4.4,38.0,126.0,7.24,4.18,203.0
00-0028198,Matt Asiata,2014,2015,0,0.463265306122449,227,164,63,3.475609756097561,0.8555066079295154,,0,,27.0,3.0,300.0,15,12.946666666666664,18.0,1.0,,,,,,
00-0028198,Matt Asiata,2015,2016,0,0.10303030303030303,51,29,22,3.8620689655172415,0.8509803921568627,,0,,28.0,4.0,300.0,15,2.893333333333333,87.0,3.0,,,,,,
00-0028202,Shaun Draughn,2015,2016,0,0.453781512605042,108,76,32,3.460526315789474,0.6925925925925925,,0,,27.0,4.0,300.0,6,12.466666666666669,19.0,2.0,,,,,,
00-0028841,Will Johnson,2013,2014,0,0.024886877828054297,11,0,11,,1.6454545454545455,,0,,24.0,1.0,300.0,9,2.011111111111111,85.0,4.0,,,,,,
00-0029004,Lance Dunbar,2013,2014,0,0.115625,37,30,7,5.0,0.7,,0,,23.0,1.0,300.0,7,3.7,72.0,2.0,,,,,,
00-0029141,Alfred Morris,2013,2014,0,0.7346938775510204,288,276,12,4.619565217391305,0.6190972222222223,,0,0.52875,24.0,1.0,173.0,16,11.14375,30.0,1.0,4.63,35.5,117.0,7.01,4.19,219.0
