player_id,player_display_name,season_n,season_n1,breakout,touch_share,touches,carries,targets,yards_per_carry,ppr_per_touch,rush_yards_over_expected_per_att,has_ngs_rushing,avg_snap_pct,age,years_exp,draft_number,games_played,ppr_ppg,pos_rank,team_pos_rank,forty,vertical,broad_jump,cone,shuttle,combine_weight
00-0036251,Zack Moss,2022,2023,1,0.175704989154013,81,76,5,4.802631578947368,0.5888888888888889,0.2763013835946011,1,0.293076923076923,24.0,2.0,86.0,8,5.9625,63.0,3.0,4.65,33.0,,,4.37,223.0
00-0036251,Zack Moss,2023,2024,0,0.4631578947368421,220,183,37,4.33879781420765,0.7709090909090909,0.711456028129064,1,0.5549999999999999,25.0,3.0,86.0,14,12.114285714285714,28.0,1.0,4.65,33.0,,,4.37,223.0
00-0036265,A.J. Dillon,2020,2021,0,0.09716599190283401,48,46,2,5.260869565217392,0.8395833333333332,,0,0.143076923076923,22.0,0.0,62.0,9,4.477777777777778,79.0,3.0,4.53,41.0,131.0,7.19,,247.0
00-0036265,A.J. Dillon,2021,2022,0,0.48695652173913045,224,187,37,4.294117647058823,0.8285714285714285,0.2538821675578027,1,0.4138888888888889,23.0,1.0,62.0,17,10.91764705882353,35.0,2.0,4.53,41.0,131.0,7.19,,247.0
00-0036265,A.J. Dillon,2022,2023,0,0.4455252918287938,229,186,43,4.139784946236559,0.7318777292576419,-0.1893745171123265,1,0.4870588235294117,24.0,2.0,62.0,17,9.858823529411763,37.0,2.0,4.53,41.0,131.0,7.19,,247.0
00-0036275,D'Andre Swift,2020,2021,0,0.40425531914893614,171,114,57,4.5701754385964914,1.1099415204678362,0.0969337535331836,1,0.483076923076923,21.0,0.0,35.0,13,14.6,17.0,2.0,4.48,35.5,121.0,,,212.0
00-0036275,D'Andre Swift,2021,2022,0,0.5228310502283106,229,151,78,4.086092715231788,0.9122270742358078,-0.3900712279026992,1,0.6576923076923078,22.0,1.0,35.0,13,16.06923076923077,10.0,1.0,4.48,35.5,121.0,,,212.0
00-0036275,D'Andre Swift,2022,2023,0,0.3123844731977819,169,99,70,5.474747474747475,1.1307692307692307,0.3836913588260729,1,0.4164285714285714,23.0,2.0,35.0,14,13.65,17.0,2.0,4.48,35.5,121.0,,,212.0
00-0036275,D'Andre Swift,2023,2024,0,0.6541176470588236,278,229,49,4.580786026200873,0.7169064748201439,-0.2872989893384116,1,0.5852941176470587,24.0,3.0,35.0,16,12.45625,25.0,1.0,4.48,35.5,121.0,,,212.0
00-0036328,Antonio Gibson,2020,2021,0,0.4196078431372549,214,170,44,4.676470588235294,0.944859813084112,0.2088368079586663,1,0.444,22.0,0.0,66.0,14,14.44285714285714,18.0,1.0,4.39,35.0,118.0,,,228.0
00-0036328,Antonio Gibson,2021,2022,0,0.6326530612244898,310,258,52,4.01937984496124,0.7390322580645161,0.0057609472876124,1,0.5675,23.0,1.0,66.0,16,14.31875,19.0,1.0,4.39,35.0,118.0,,,228.0
00-0036328,Antonio Gibson,2022,2023,0,0.3883677298311445,207,149,58,3.664429530201342,0.8014492753623189,-0.1929964712097957,1,0.4599999999999999,24.0,2.0,66.0,15,11.06,31.0,2.0,4.39,35.0,118.0,,,228.0
00-0036328,Antonio Gibson,2023,2024,0,0.31155778894472363,124,65,59,4.076923076923077,1.0274193548387098,,0,0.463125,25.0,3.0,66.0,16,7.9625,42.0,2.0,4.39,35.0,118.0,,,228.0
00-0036360,Clyde Edwards-Helaire,2020,2021,0,0.618421052631579,235,181,54,4.43646408839779,0.7489361702127659,-0.6284330850307408,1,0.5766666666666667,21.0,0.0,32.0,13,13.538461538461538,21.0,1.0,4.6,39.5,123.0,,,207.0
00-0036360,Clyde Edwards-Helaire,2021,2022,0,0.3264367816091954,142,119,23,4.34453781512605,0.828169014084507,-0.3366532682315167,1,0.4666666666666666,22.0,1.0,32.0,10,11.76,28.0,2.0,4.6,39.5,123.0,,,207.0
00-0036360,Clyde Edwards-Helaire,2022,2023,0,0.22327790973871733,94,71,23,4.253521126760563,1.0457446808510638,,0,0.322,23.0,2.0,32.0,10,9.83,38.0,3.0,4.6,39.5,123.0,,,207.0
00-0036370,Joshua Kelley,2020,2021,0,0.26120857699805067,134,111,23,3.189189189189189,0.6059701492537314,-0.7596859109388009,1,0.2842857142857143,22.0,0.0,112.0,13,6.246153846153846,62.0,2.0,4.49,31.0,121.0,6.95,4.28,212.0
00-0036370,Joshua Kelley,2021,2022,0,0.08297872340425531,39,33,6,3.090909090909091,0.4358974358974359,,0,0.206,23.0,1.0,112.0,8,2.125,98.0,3.0,4.49,31.0,121.0,6.95,4.28,212.0
00-0036370,Joshua Kelley,2022,2023,0,0.1934156378600823,94,69,25,4.159420289855072,0.6893617021276596,,0,0.2992857142857143,24.0,2.0,112.0,12,5.4,66.0,2.0,4.49,31.0,121.0,6.95,4.28,212.0
00-0036383,Eno Benjamin,2021,2022,0,0.08836206896551724,41,34,7,3.4705882352941178,0.6829268292682927,,0,0.1629999999999999,22.0,1.0,222.0,7,4.0,86.0,3.0,4.57,39.0,122.0,6.97,4.25,207.0
00-0036414,Cam Akers,2022,2023,0,0.5582655826558266,206,188,18,4.180851063829787,0.6859223300970875,-0.0751341507206864,1,0.4853333333333333,23.0,2.0,52.0,15,9.42,40.0,1.0,4.47,35.5,122.0,,4.42,217.0
00-0036414,Cam Akers,2023,2024,0,0.12468827930174564,50,38,12,3.6315789473684212,0.7559999999999999,,0,0.29,24.0,3.0,52.0,6,6.3,53.0,3.0,4.47,35.5,122.0,,4.42,217.0
00-0036425,DeeJay Dallas,2020,2021,0,0.14323607427055704,54,34,20,3.176470588235294,1.0537037037037038,,0,0.1775,21.0,0.0,144.0,8,7.112500000000001,55.0,3.0,4.58,33.5,119.0,7.18,4.32,217.0
00-0036425,DeeJay Dallas,2021,2022,0,0.16374269005847952,56,33,23,4.181818181818182,1.0732142857142857,,0,0.1711764705882353,22.0,1.0,144.0,11,5.463636363636363,77.0,3.0,4.58,33.5,119.0,7.18,4.32,217.0
00-0036425,DeeJay Dallas,2022,2023,0,0.15254237288135594,54,35,19,5.314285714285714,0.8555555555555556,,0,0.200625,23.0,2.0,144.0,11,4.2,78.0,2.0,4.58,33.5,119.0,7.18,4.32,217.0
00-0036425,DeeJay Dallas,2023,2024,0,0.04491725768321513,19,10,9,3.6,0.6421052631578947,,0,0.0894117647058823,24.0,3.0,144.0,10,1.22,95.0,3.0,4.58,33.5,119.0,7.18,4.32,217.0
00-0036450,Ke'Shawn Vaughn,2020,2021,0,0.08126410835214447,36,26,10,4.1923076923076925,0.6472222222222223,,0,0.14,23.0,0.0,76.0,6,3.883333333333333,86.0,3.0,4.51,32.0,117.0,,,214.0
00-0036555,Chuba Hubbard,2021,2022,0,0.44562899786780386,209,172,37,3.558139534883721,0.6583732057416267,-0.5995709557095165,1,0.3923529411764705,22.0,0.0,126.0,16,8.6,49.0,1.0,4.48,36.0,120.0,7.24,4.26,210.0
00-0036555,Chuba Hubbard,2022,2023,0,0.2299794661190965,112,95,17,4.905263157894737,0.8008928571428572,0.3666935074428627,1,0.3066666666666666,23.0,1.0,126.0,12,7.475,54.0,3.0,4.48,36.0,120.0,7.24,4.26,210.0
00-0036555,Chuba Hubbard,2023,2024,0,0.5961945031712473,282,238,44,3.7899159663865545,0.6471631205673759,0.1933784009930784,1,0.5952941176470589,24.0,2.0,126.0,17,10.735294117647058,33.0,1.0,4.48,36.0,120.0,7.24,4.26,210.0
00-0036875,Rhamondre Stevenson,2021,2022,1,0.3233404710920771,151,133,18,4.556390977443609,0.7609271523178809,0.5119733712497365,1,0.3507692307692308,23.0,0.0,120.0,12,9.575,41.0,2.0,4.64,31.5,112.0,7.09,4.15,231.0
00-0036875,Rhamondre Stevenson,2022,2023,0,0.6978922716627635,298,210,88,4.9523809523809526,0.8359060402684564,0.5777181489325377,1,0.668235294117647,24.0,1.0,120.0,17,14.652941176470588,12.0,1.0,4.64,31.5,112.0,7.09,4.15,231.0
00-0036875,Rhamondre Stevenson,2023,2024,0,0.45394736842105265,207,156,51,3.967948717948718,0.7038647342995169,-0.1198602719791593,1,0.6233333333333334,25.0,2.0,120.0,12,12.141666666666666,27.0,2.0,4.64,31.5,112.0,7.09,4.15,231.0
00-0036893,Najee Harris,2021,2022,0,0.8717391304347826,401,307,94,3.9087947882736156,0.7498753117206982,-0.2682122386082367,1,0.8161111111111111,23.0,0.0,24.0,17,17.688235294117646,8.0,1.0,,,,,,
00-0036893,Najee Harris,2022,2023,0,0.7471264367816092,325,272,53,3.801470588235294,0.6875692307692308,-0.429453083895229,1,0.658235294117647,24.0,1.0,24.0,17,13.14470588235294,21.0,1.0,,,,,,
00-0036893,Najee Harris,2023,2024,0,0.5678294573643411,293,255,38,4.0588235294117645,0.6672354948805461,0.3133120961712421,1,0.5322222222222223,25.0,2.0,24.0,17,11.5,30.0,1.0,,,,,,
00-0036906,Khalil Herbert,2021,2022,0,0.259825327510917,119,103,16,4.203883495145631,0.6630252100840337,-0.1380651138547302,1,0.2752941176470588,23.0,0.0,217.0,14,5.635714285714286,73.0,2.0,4.46,33.0,115.0,6.96,4.31,210.0
00-0036906,Khalil Herbert,2022,2023,0,0.34057971014492755,141,129,12,5.666666666666667,0.8354609929078014,1.286495158164584,1,0.3746153846153846,24.0,1.0,217.0,13,9.06153846153846,43.0,2.0,4.46,33.0,115.0,6.96,4.31,210.0
00-0036919,Kenneth Gainwell,2021,2022,0,0.2443064182194617,118,68,50,4.279411764705882,1.0457627118644068,,0,0.2858823529411765,22.0,0.0,150.0,16,7.7125,58.0,2.0,4.42,,,,,201.0
00-0036919,Kenneth Gainwell,2022,2023,0,0.1920374707259953,82,53,29,4.528301886792453,1.0719512195121952,,0,0.303,23.0,1.0,150.0,17,5.170588235294118,69.0,2.0,4.42,,,,,201.0
00-0036919,Kenneth Gainwell,2023,2024,0,0.2847058823529412,121,84,37,4.333333333333333,0.804793388429752,,0,0.4070588235294117,24.0,2.0,150.0,16,6.08625,57.0,2.0,4.42,,,,,201.0
00-0036924,Michael Carter,2021,2022,0,0.48325358851674644,202,147,55,4.346938775510204,0.7643564356435644,0.4763634824556257,1,0.4957142857142857,22.0,0.0,107.0,14,11.028571428571428,33.0,1.0,4.5,34.0,119.0,6.81,3.98,201.0
00-0036924,Michael Carter,2022,2023,0,0.3888888888888889,168,114,54,3.526315789473684,0.75,-0.5850655912678152,1,0.48,23.0,1.0,107.0,16,7.875,52.0,1.0,4.5,34.0,119.0,6.81,3.98,201.0
00-0036973,Travis Etienne,2022,2023,0,0.6177156177156177,265,220,45,5.113636363636363,0.7664150943396226,1.0715891331955265,1,0.5978947368421053,23.0,1.0,25.0,17,11.947058823529412,25.0,1.0,4.45,33.5,128.0,,,215.0
00-0036973,Travis Etienne,2023,2024,0,0.7606263982102909,340,267,73,3.7752808988764044,0.8305882352941176,-0.2905687251472002,1,0.7335294117647059,24.0,2.0,25.0,17,16.61176470588235,7.0,1.0,4.45,33.5,128.0,,,215.0
00-0036984,Trey Sermon,2023,2024,0,0.0863157894736842,41,35,6,4.571428571428571,0.4951219512195122,,0,0.1142857142857143,24.0,2.0,88.0,8,2.5375,86.0,3.0,4.57,37.0,125.0,6.83,4.28,215.0
00-0036997,Javonte Williams,2023,2024,0,0.5544354838709677,275,217,58,3.5668202764976957,0.6516363636363636,-0.3839068104232842,1,0.4806249999999999,23.0,2.0,35.0,16,11.2,31.0,1.0,4.55,36.0,123.0,6.97,4.09,212.0
00-0037120,Tyler Goodson,2023,2024,0,0.04631578947368421,22,13,9,6.6923076923076925,0.8227272727272728,,0,,22.0,1.0,300.0,6,3.016666666666667,80.0,4.0,,,,,,
00-0037197,Isiah Pacheco,2022,2023,1,0.43705463182897863,184,170,14,4.882352941176471,0.7336956521739131,0.4489185838437632,1,,23.0,0.0,251.0,17,7.9411764705882355,51.0,1.0,4.37,33.0,118.0,,,216.0
00-0037197,Isiah Pacheco,2023,2024,0,0.6365914786967418,254,205,49,4.560975609756097,0.8421259842519685,0.4525696224958682,1,0.6394444444444445,24.0,1.0,251.0,14,15.278571428571428,14.0,1.0,4.37,33.0,118.0,,,216.0
00-0037228,Jaylen Warren,2022,2023,1,0.25287356321839083,110,77,33,4.922077922077922,0.8481818181818181,,0,,23.0,0.0,300.0,16,5.83125,64.0,2.0,4.55,31.5,119.0,,,204.0
00-0037228,Jaylen Warren,2023,2024,0,0.4321705426356589,223,149,74,5.261744966442953,0.8807174887892377,1.1077232765795288,1,0.4827777777777777,24.0,1.0,300.0,17,11.552941176470588,29.0,2.0,4.55,31.5,119.0,,,204.0
00-0037248,James Cook,2022,2023,1,0.3315068493150685,121,89,32,5.696629213483146,0.8735537190082645,,0,,22.0,0.0,63.0,16,6.60625,60.0,2.0,4.42,33.0,124.0,,,199.0
00-0037248,James Cook,2023,2024,0,0.6409691629955947,291,237,54,4.734177215189874,0.7996563573883161,0.4491424129986836,1,0.5494736842105263,23.0,1.0,63.0,17,13.688235294117646,19.0,1.0,4.42,33.0,124.0,,,199.0
00-0037256,Rachaad White,2022,2023,1,0.4074074074074074,187,129,58,3.7286821705426356,0.7545454545454545,-0.2308844755665717,1,,23.0,0.0,91.0,16,8.81875,45.0,2.0,4.48,38.0,125.0,,,214.0
00-0037256,Rachaad White,2023,2024,0,0.8382352941176471,342,272,70,3.639705882352941,0.7833333333333332,-0.4129066085841839,1,0.7794736842105263,24.0,1.0,91.0,17,15.758823529411764,10.0,1.0,4.48,38.0,125.0,,,214.0
00-0037258,Dameon Pierce,2022,2023,0,0.6410891089108911,259,220,39,4.2681818181818185,0.6424710424710425,0.2031069240979377,1,,22.0,0.0,107.0,13,12.8,22.0,1.0,4.59,34.5,119.0,,,218.0
00-0037258,Dameon Pierce,2023,2024,0,0.36404494382022473,162,145,17,2.8689655172413793,0.5104938271604939,-0.5905703319418226,1,0.289375,23.0,1.0,107.0,13,6.361538461538462,52.0,2.0,4.59,34.5,119.0,,,218.0
00-0037263,Tyler Allgeier,2022,2023,0,0.43992248062015504,227,210,17,4.928571428571429,0.7022026431718061,0.6522599605074887,1,,22.0,0.0,151.0,16,9.9625,36.0,1.0,4.6,33.0,120.0,,,224.0
00-0037263,Tyler Allgeier,2023,2024,0,0.3660245183887916,209,186,23,3.672043010752688,0.6583732057416267,-0.3306910293206128,1,0.3223529411764706,23.0,1.0,151.0,17,8.094117647058823,41.0,2.0,4.6,33.0,120.0,,,224.0
00-0037267,Jerome Ford,2023,2024,0,0.5404858299595142,267,204,63,3.985294117647059,0.7985018726591759,-0.0209020462636891,1,0.5111111111111111,23.0,1.0,156.0,17,12.541176470588235,24.0,1.0,4.46,31.0,118.0,,,210.0
00-0037276,Ty Chandler,2023,2024,0,0.3167082294264339,127,102,25,4.519607843137255,0.7952755905511811,-0.1371379018193246,1,0.2758823529411764,25.0,1.0,169.0,13,7.769230769230769,45.0,2.0,4.38,31.0,121.0,,,204.0
00-0037299,Keaontay Ingram,2022,2023,0,0.0851063829787234,32,27,5,2.2222222222222223,0.565625,,0,,22.0,0.0,201.0,10,1.81,97.0,3.0,4.53,34.5,122.0,,,221.0
00-0037429,Raheem Blackshear,2022,2023,0,0.07186858316221766,35,23,12,3.347826086956522,1.2857142857142858,,0,,24.0,0.0,300.0,10,4.5,74.0,4.0,,,,,,
00-0037525,Jordan Mason,2022,2023,0,0.11559139784946236,43,43,0,6.0,0.7395348837209302,,0,,23.0,0.0,300.0,8,3.975,80.0,3.0,,,,,,
00-0037525,Jordan Mason,2023,2024,0,0.0912863070539419,44,40,4,5.15,1.0159090909090909,,0,0.0809999999999999,24.0,1.0,300.0,9,4.966666666666667,66.0,3.0,,,,,,
00-0037746,Brian Robinson,2022,2023,0,0.4071294559099437,217,205,12,3.8878048780487804,0.5193548387096775,0.0616677208182797,1,,23.0,0.0,98.0,12,9.391666666666666,41.0,1.0,4.53,30.0,119.0,,,225.0
00-0037746,Brian Robinson,2023,2024,0,0.5552763819095478,221,178,43,4.117977528089888,0.8963800904977375,0.2160194209271247,1,0.494,24.0,1.0,98.0,15,13.206666666666669,22.0,1.0,4.53,30.0,119.0,,,225.0
00-0037840,Kyren Williams,2022,2023,1,0.12737127371273713,47,35,12,3.9714285714285715,0.648936170212766,,0,,22.0,0.0,164.0,8,3.8125,81.0,3.0,4.65,32.0,116.0,,,194.0
00-0037840,Kyren Williams,2023,2024,0,0.7040816326530612,276,228,48,5.017543859649122,0.9239130434782609,0.6502996098307398,1,0.8146153846153846,23.0,1.0,164.0,12,21.25,2.0,1.0,4.65,32.0,116.0,,,194.0
00-0038040,Zamir White,2022,2023,0,0.035196687370600416,17,17,0,4.117647058823529,0.4117647058823529,,0,,22.0,0.0,122.0,11,0.6363636363636364,99.0,4.0,4.4,33.5,128.0,,,214.0
00-0038040,Zamir White,2023,2024,0,0.2739420935412027,123,104,19,4.336538461538462,0.6008130081300813,0.3253999949146031,1,0.2129411764705882,23.0,1.0,122.0,13,5.684615384615385,59.0,2.0,4.4,33.5,128.0,,,214.0
00-0038098,Pierre Strong,2023,2024,0,0.1437246963562753,71,63,8,4.619047619047619,0.6028169014084507,,0,0.1435294117647058,24.0,1.0,127.0,13,3.292307692307692,74.0,3.0,4.37,36.0,124.0,,,207.0
00-0038120,Breece Hall,2022,2023,0,0.2569444444444444,111,80,31,5.7875,1.0369369369369368,,0,,21.0,0.0,36.0,7,16.442857142857143,9.0,2.0,4.39,40.0,126.0,,,217.0
00-0038120,Breece Hall,2023,2024,0,0.6824034334763949,318,223,95,4.457399103139013,0.9135220125786163,0.6719800630039181,1,0.591764705882353,22.0,1.0,36.0,17,17.08823529411765,6.0,1.0,4.39,40.0,126.0,,,217.0
00-0038134,Kenneth Walker,2022,2023,0,0.7429378531073446,263,228,35,4.605263157894737,0.7699619771863118,0.4611552413612786,1,,21.0,0.0,41.0,15,13.5,18.0,1.0,4.38,34.0,122.0,,,211.0
00-0038134,Kenneth Walker III,2023,2024,0,0.6052009456264775,256,219,37,4.132420091324201,0.77890625,-0.1291039688620089,1,0.542,22.0,1.0,41.0,15,13.293333333333331,20.0,1.0,4.38,34.0,122.0,,,211.0
00-0038542,Bijan Robinson,2023,2024,0,0.5253940455341506,300,214,86,4.5607476635514015,0.8210000000000001,0.3916246633040379,1,0.68,21.0,0.0,8.0,17,14.488235294117649,17.0,1.0,4.46,37.0,124.0,,,215.0
00-0038551,Kendre Miller,2023,2024,0,0.11711711711711711,52,41,11,3.8048780487804876,0.8326923076923076,,0,0.20375,21.0,0.0,71.0,7,6.185714285714285,55.0,3.0,,,,,,215.0
00-0038555,Tank Bigsby,2023,2024,0,0.12080536912751678,54,50,4,2.64,0.45925925925925926,,0,0.1229411764705882,22.0,0.0,88.0,13,1.907692307692308,92.0,2.0,4.56,32.5,119.0,,,210.0
00-0038597,Chase Brown,2023,2024,1,0.14603960396039603,59,44,15,4.068181818181818,0.9067796610169492,,0,0.1183333333333333,23.0,0.0,163.0,10,5.35,63.0,2.0,4.43,40.0,127.0,,,209.0
00-0038611,Chris Rodriguez Jr.,2023,2024,0,0.13316582914572864,53,51,2,4.8431372549019605,0.7150943396226415,,0,0.1176923076923077,23.0,0.0,193.0,8,4.7375,67.0,3.0,,,,,,
00-0038705,Emari Demercado,2023,2024,0,0.2194513715710723,88,58,30,4.896551724137931,0.8329545454545454,,0,0.3085714285714286,24.0,0.0,300.0,11,6.663636363636363,50.0,2.0,,,,,,
00-0038794,Jaleel McLaughlin,2023,2024,0,0.22580645161290322,112,76,36,5.394736842105263,0.9464285714285714,,0,0.1858823529411764,22.0,0.0,300.0,17,6.235294117647059,54.0,2.0,,,,,,
00-0039021,Roschon Johnson,2023,2024,0,0.28537735849056606,121,81,40,4.345679012345679,0.8438016528925619,,0,0.3953333333333333,22.0,0.0,115.0,15,6.806666666666667,49.0,3.0,4.58,31.5,122.0,,,219.0
00-0039032,Tyjae Spears,2023,2024,0,0.3497942386831276,170,100,70,4.53,0.9047058823529412,-0.1468907678771681,1,0.5235294117647059,22.0,0.0,81.0,17,9.047058823529412,39.0,2.0,,39.0,125.0,,,201.0
00-0039040,De'Von Achane,2023,2024,0,0.2892561983471074,140,103,37,7.766990291262136,1.362142857142857,2.872554333809921,1,0.4275,21.0,0.0,84.0,11,17.336363636363636,5.0,2.0,4.32,33.0,,,,188.0
00-0039139,Jahmyr Gibbs,2023,2024,0,0.466789667896679,253,182,71,5.1923076923076925,0.9569169960474309,0.3974964610155695,1,0.5361111111111111,21.0,0.0,12.0,15,16.14,8.0,1.0,4.36,33.5,,,,199.0
00-0039165,Zach Charbonnet,2023,2024,0,0.34988179669030733,148,108,40,4.277777777777778,0.7168918918918918,0.1766667185381806,1,0.486875,22.0,0.0,52.0,16,6.63125,51.0,2.0,4.53,37.0,122.0,,,214.0
